国家,日期,累计确诊,累计死亡,累计治愈
阿根廷,06.06,21037,6180,642
阿根廷,06.05,20197,6088,615
阿根廷,06.04,19268,5993,588
阿根廷,06.03,18319,5709,569
阿根廷,06.02,17415,5521,556
阿根廷,06.01,16851,5336,539
阿根廷,05.31,16214,4788,528
阿根廷,05.30,15419,4788,520
阿根廷,05.29,14702,4788,510
阿根廷,05.28,13933,4349,500
阿根廷,05.27,13228,4349,492
阿根廷,05.26,12628,4167,471
阿根廷,05.25,12076,3999,456
阿根廷,05.24,11353,3530,445
阿根廷,05.23,10649,3062,433
阿根廷,05.22,9931,3032,416
阿根廷,05.21,9283,2933,403
阿根廷,05.20,8809,2933,394
阿根廷,05.19,8371,2625,382
阿根廷,05.18,8068,2569,373
阿根廷,05.17,7805,2534,363
阿根廷,05.16,7479,2497,363
阿根廷,05.15,7134,2385,353
阿根廷,05.14,6879,2385,344
阿根廷,05.13,6563,2266,321
阿根廷,05.12,6278,1837,314
阿根廷,05.11,6034,1757,305
阿根廷,05.10,5776,1728,300
阿根廷,05.09,5611,1659,293
阿根廷,05.08,5371,1601,282
阿根廷,05.07,5208,1601,273
阿根廷,05.06,5020,1524,264
阿根廷,05.05,4887,1442,260
阿根廷,05.04,4783,1354,246
阿根廷,05.03,4681,1320,237
阿根廷,05.02,4532,1292,225
阿根廷,05.01,4428,1256,218
阿根廷,04.30,4285,1192,214
阿根廷,04.29,4127,1192,207
阿根廷,04.28,4003,1140,197
阿根廷,04.27,3892,1107,192
阿根廷,04.26,3780,1030,185
阿根廷,04.25,3607,1030,179
阿根廷,04.24,3435,976,167
阿根廷,04.23,3288,919,159
阿根廷,04.22,3144,872,152
阿根廷,04.21,3031,840,145
阿根廷,04.20,2941,737,136
阿根廷,04.19,2839,709,132
阿根廷,04.18,2758,685,129
阿根廷,04.17,2669,631,122
阿根廷,04.16,2571,631,115
阿根廷,04.15,2443,559,108
阿根廷,04.14,2277,559,101
阿根廷,04.13,2208,468,96
阿根廷,04.12,2142,440,90
阿根廷,04.11,1975,440,83
阿根廷,04.10,1894,365,79
阿根廷,04.09,1795,358,67
阿根廷,04.08,1715,338,60
阿根廷,04.07,1628,338,54
阿根廷,04.06,1554,280,46
阿根廷,04.05,1451,228,43
阿根廷,04.04,1353,228,42
阿根廷,04.03,1265,228,24
阿根廷,04.02,1133,228,24
阿根廷,04.01,1054,228,24
阿根廷,03.31,966,228,24
阿根廷,03.30,745,228,22
阿根廷,03.29,745,1,19
阿根廷,03.28,690,1,17
阿根廷,03.27,589,1,12
阿根廷,03.26,502,1,8
阿根廷,03.25,387,1,6
阿根廷,03.24,301,1,4
阿根廷,03.23,225,1,4
阿根廷,03.22,225,1,4
阿根廷,03.21,158,1,3
阿根廷,03.20,128,1,3
阿根廷,03.19,97,1,2
阿根廷,03.18,65,1,2
阿根廷,03.17,65,1,2
阿根廷,03.16,45,1,2
阿根廷,03.15,45,1,2
阿根廷,03.14,34,1,2
阿根廷,03.13,31,0,1
阿根廷,03.12,21,0,1
阿根廷,03.11,17,0,1
阿根廷,03.10,17,0,1
阿根廷,03.09,12,0,1
阿根廷,03.08,8,0,1
阿根廷,03.07,8,0,0
阿根廷,03.06,2,0,0
阿根廷,03.05,1,0,0
阿根廷,03.04,1,0,0
智利,06.15,174293,143704,3323
智利,06.14,167355,137296,3101
智利,06.13,160846,131358,2870
智利,06.12,154092,126444,2648
智利,06.11,148496,121780,2475
智利,06.10,142759,117361,2283
智利,06.09,138846,112248,2264
智利,06.08,134150,108150,2190
智利,06.07,127745,103817,1541
智利,06.06,122499,99358,1448
智利,06.05,118292,44946,1356
智利,06.04,113628,44946,1275
智利,06.03,108686,44946,1188
智利,06.02,105159,44946,1113
智利,06.01,99688,42727,1054
智利,05.31,94858,40431,997
智利,05.30,90638,38598,944
智利,05.29,86943,36115,890
智利,05.28,82289,33540,841
智利,05.27,77961,30915,806
智利,05.26,73997,29302,761
智利,05.25,69102,28148,718
智利,05.24,65393,26546,673
智利,05.23,61857,25342,630
智利,05.22,57581,23992,589
智利,05.21,53617,22504,544
智利,05.20,49579,21507,509
智利,05.19,46059,20165,478
智利,05.18,43781,19213,450
智利,05.17,41428,18014,421
智利,05.16,39542,16614,394
智利,05.15,37040,15655,368
智利,05.14,34381,14865,346
智利,05.13,31721,14125,335
智利,05.12,30063,13605,323
智利,05.11,28866,13112,312
智利,05.10,27219,12667,304
智利,05.09,25972,12160,294
智利,05.08,24581,11664,285
智利,05.07,23048,11189,281
智利,05.06,22016,10710,275
智利,05.05,20643,10415,270
智利,05.04,19663,10041,260
智利,05.03,18435,9572,247
智利,05.02,17008,9018,234
智利,05.01,16023,8580,227
智利,04.30,16023,8580,227
智利,04.29,14365,7710,207
智利,04.28,13813,7327,198
智利,04.27,13331,7024,189
智利,04.26,12858,6746,181
智利,04.25,12306,6327,174
智利,04.24,11812,5804,168
智利,04.23,11296,5386,160
智利,04.22,10832,4969,147
智利,04.21,10507,4676,139
智利,04.20,10088,4338,133
智利,04.19,9730,4035,126
智利,04.18,9252,3621,116
智利,04.17,8807,3299,105
智利,04.16,8273,2937,94
智利,04.15,7917,2646,92
智利,04.14,7525,2367,82
智利,04.13,7213,2059,80
智利,04.12,6927,1864,73
智利,04.11,6501,1571,65
智利,04.10,5972,1274,57
智利,04.09,5546,1115,48
智利,04.08,5546,898,43
智利,04.07,4815,728,37
智利,04.06,4471,618,34
智利,04.05,4161,528,27
智利,04.04,3737,427,22
智利,04.03,3404,335,18
智利,04.02,3404,234,16
智利,04.01,2738,156,12
智利,03.31,2449,156,8
智利,03.30,2449,156,8
智利,03.29,1909,61,6
智利,03.28,1610,43,5
智利,03.27,1306,17,2
智利,03.26,922,17,2
智利,03.25,922,17,2
智利,03.24,746,11,2
智利,03.23,537,0,1
智利,03.22,537,0,1
智利,03.21,434,0,0
智利,03.20,342,0,0
智利,03.19,238,0,0
智利,03.18,201,0,0
智利,03.17,156,0,0
智利,03.16,75,0,0
智利,03.15,61,0,0
智利,03.14,43,0,0
智利,03.13,33,0,0
智利,03.12,23,0,0
智利,03.11,17,0,0
智利,03.10,13,0,0
智利,03.09,8,0,0
智利,03.08,8,0,0
智利,03.07,4,0,0
智利,03.06,4,0,0
智利,03.05,3,0,0
智利,03.04,1,0,0
波兰,06.15,29788,14383,1256
波兰,06.14,29392,14226,1247
波兰,06.13,29017,14104,1237
波兰,06.12,28577,13805,1222
波兰,06.11,28201,13696,1215
波兰,06.10,27668,13411,1191
波兰,06.09,27365,13196,1172
波兰,06.08,26780,12998,1161
波兰,06.07,26249,12855,1155
波兰,06.06,25669,12641,1143
波兰,06.05,25177,12410,1127
波兰,06.04,24826,12227,1117
波兰,06.03,24545,12014,1102
波兰,06.02,24271,11726,1081
波兰,06.01,23987,11449,1065
波兰,05.31,23686,11271,1064
波兰,05.30,23376,11016,1051
波兰,05.29,22964,10692,1043
波兰,05.28,22600,10560,1030
波兰,05.27,22303,10330,1025
波兰,05.26,21867,10020,1013
波兰,05.25,21440,9276,996
波兰,05.24,21236,9194,995
波兰,05.23,20838,8977,990
波兰,05.22,20379,8731,973
波兰,05.21,19983,8452,965
波兰,05.20,19569,8183,953
波兰,05.19,19080,7903,941
波兰,05.18,18746,7628,929
波兰,05.17,18394,7451,919
波兰,05.16,18184,7175,912
波兰,05.15,17615,6696,883
波兰,05.14,17469,6696,869
波兰,05.13,17062,6410,847
波兰,05.12,16561,6131,827
波兰,05.11,16206,5816,803
波兰,05.10,15821,5698,791
波兰,05.09,15510,5437,777
波兰,05.08,15200,5184,756
波兰,05.07,14898,4862,737
波兰,05.06,14647,4655,723
波兰,05.05,14242,4280,700
波兰,05.04,13937,4095,683
波兰,05.03,13693,3945,678
波兰,05.02,13375,3762,664
波兰,05.01,13105,3491,651
波兰,04.30,12781,3236,628
波兰,04.29,12415,3025,606
波兰,04.28,12089,2655,570
波兰,04.27,11761,2466,539
波兰,04.26,11395,2265,526
波兰,04.25,11067,2126,499
波兰,04.24,10759,1944,463
波兰,04.23,10346,1740,435
波兰,04.22,10034,1513,404
波兰,04.21,9737,1297,385
波兰,04.20,9453,1133,362
波兰,04.19,9082,1040,350
波兰,04.18,8563,981,339
波兰,04.17,8214,866,318
波兰,04.16,7771,774,292
波兰,04.15,7408,668,268
波兰,04.14,7049,618,251
波兰,04.13,6674,439,232
波兰,04.12,6356,375,208
波兰,04.11,6088,375,195
波兰,04.10,5742,318,175
波兰,04.09,5341,284,164
波兰,04.08,5000,222,136
波兰,04.07,4532,191,111
波兰,04.06,4201,162,98
波兰,04.05,3834,134,84
波兰,04.04,3503,116,73
波兰,04.03,3149,56,59
波兰,04.02,2633,56,43
波兰,04.01,2420,7,33
波兰,03.31,2215,7,31
波兰,03.30,1984,7,26
波兰,03.29,1717,7,19
波兰,03.28,1389,13,16
波兰,03.27,1221,13,16
波兰,03.26,901,13,10
波兰,03.25,901,13,10
波兰,03.24,749,13,8
波兰,03.23,634,13,7
波兰,03.22,563,13,5
波兰,03.21,425,13,5
波兰,03.20,355,13,5
波兰,03.19,238,13,5
波兰,03.18,238,13,5
波兰,03.17,187,13,3
波兰,03.16,125,13,3
波兰,03.15,104,0,3
波兰,03.14,68,0,2
波兰,03.13,51,0,1
波兰,03.12,47,0,1
波兰,03.11,25,0,0
波兰,03.10,18,0,0
波兰,03.09,16,0,0
波兰,03.08,8,0,0
波兰,03.07,5,0,0
波兰,03.06,1,0,0
波兰,03.05,1,0,0
波兰,03.04,1,0,0
匈牙利,06.15,4076,2485,563
匈牙利,06.14,4069,2482,562
匈牙利,06.13,4064,2476,559
匈牙利,06.12,4053,2447,555
匈牙利,06.11,4039,2391,553
匈牙利,06.10,4027,2355,551
匈牙利,06.09,4017,2324,550
匈牙利,06.08,4014,2284,548
匈牙利,06.07,4008,2279,546
匈牙利,06.06,3990,2279,545
匈牙利,06.05,3970,2245,542
匈牙利,06.04,3954,2205,539
匈牙利,06.03,3931,2190,534
匈牙利,06.02,3921,2160,532
匈牙利,06.01,3892,2156,527
匈牙利,05.31,3876,2147,526
匈牙利,05.30,3867,2142,524
匈牙利,05.29,3841,2024,517
匈牙利,05.28,3816,1996,509
匈牙利,05.27,3793,1856,505
匈牙利,05.26,3771,1836,499
匈牙利,05.25,3756,1711,491
匈牙利,05.24,3741,1690,486
匈牙利,05.23,3713,1655,482
匈牙利,05.22,3678,1587,476
匈牙利,05.21,3641,1509,473
匈牙利,05.20,3598,1454,470
匈牙利,05.19,3556,1412,467
匈牙利,05.18,3535,1400,462
匈牙利,05.17,3509,1396,451
匈牙利,05.16,3473,1371,448
匈牙利,05.15,3417,1287,442
匈牙利,05.14,3380,1169,436
匈牙利,05.13,3341,1102,430
匈牙利,05.12,3313,1007,425
匈牙利,05.11,3284,958,421
匈牙利,05.10,3263,933,413
匈牙利,05.09,3213,904,405
匈牙利,05.08,3178,865,392
匈牙利,05.07,3150,801,383
匈牙利,05.06,3111,759,373
匈牙利,05.05,3065,709,363
匈牙利,05.04,3035,630,351
匈牙利,05.03,2998,629,340
匈牙利,05.02,2942,625,335
匈牙利,05.01,2863,609,323
匈牙利,04.30,2775,581,312
匈牙利,04.29,2727,536,300
匈牙利,04.28,2649,516,291
匈牙利,04.27,2583,498,280
匈牙利,04.26,2500,485,272
匈牙利,04.25,2443,458,262
匈牙利,04.24,2383,401,250
匈牙利,04.23,2284,390,239
匈牙利,04.22,2168,295,225
匈牙利,04.21,2098,287,213
匈牙利,04.20,1984,267,199
匈牙利,04.19,1916,250,189
匈牙利,04.18,1834,231,172
匈牙利,04.17,1763,207,156
匈牙利,04.16,1652,199,142
匈牙利,04.15,1579,192,134
匈牙利,04.14,1512,122,122
匈牙利,04.13,1458,120,109
匈牙利,04.12,1410,118,99
匈牙利,04.11,1310,115,85
匈牙利,04.10,1190,112,77
匈牙利,04.09,980,96,66
匈牙利,04.08,895,94,58
匈牙利,04.07,817,71,47
匈牙利,04.06,744,67,38
匈牙利,04.05,733,66,34
匈牙利,04.04,678,58,32
匈牙利,04.03,632,43,26
匈牙利,04.02,585,42,21
匈牙利,04.01,525,40,20
匈牙利,03.31,492,37,16
匈牙利,03.30,447,34,15
匈牙利,03.29,408,34,13
匈牙利,03.28,343,34,11
匈牙利,03.27,300,34,10
匈牙利,03.26,261,28,10
匈牙利,03.25,226,21,10
匈牙利,03.24,187,21,8
匈牙利,03.23,167,7,7
匈牙利,03.22,131,7,4
匈牙利,03.21,103,7,4
匈牙利,03.20,85,1,1
匈牙利,03.19,72,1,1
匈牙利,03.18,50,1,1
匈牙利,03.17,50,1,1
匈牙利,03.16,32,1,1
匈牙利,03.15,30,1,1
匈牙利,03.14,19,1,0
匈牙利,03.13,16,0,0
匈牙利,03.12,13,0,0
匈牙利,03.11,12,0,0
匈牙利,03.10,7,0,0
匈牙利,03.09,7,0,0
匈牙利,03.08,5,0,0
匈牙利,03.07,2,0,0
匈牙利,03.06,2,0,0
匈牙利,03.05,2,0,0
斯洛文尼亚,06.15,1496,1359,109
斯洛文尼亚,06.14,1495,1359,109
斯洛文尼亚,06.13,1492,1359,109
斯洛文尼亚,06.12,1490,1359,109
斯洛文尼亚,06.11,1488,1359,109
斯洛文尼亚,06.10,1488,1359,109
斯洛文尼亚,06.09,1486,1359,109
斯洛文尼亚,06.08,1485,1359,109
斯洛文尼亚,06.07,1485,1359,109
斯洛文尼亚,06.06,1484,1359,109
斯洛文尼亚,06.05,1479,1359,109
斯洛文尼亚,06.04,1477,1359,109
斯洛文尼亚,06.03,1477,1358,109
斯洛文尼亚,06.02,1475,1358,109
斯洛文尼亚,06.01,1473,1358,109
斯洛文尼亚,05.31,1473,1358,108
斯洛文尼亚,05.30,1473,1357,108
斯洛文尼亚,05.29,1473,1357,108
斯洛文尼亚,05.28,1473,1356,108
斯洛文尼亚,05.27,1471,1354,108
斯洛文尼亚,05.26,1469,1346,108
斯洛文尼亚,05.25,1469,1346,107
斯洛文尼亚,05.24,1468,1340,107
斯洛文尼亚,05.23,1468,1340,106
斯洛文尼亚,05.22,1468,1340,106
斯洛文尼亚,05.21,1468,1340,106
斯洛文尼亚,05.20,1468,1340,105
斯洛文尼亚,05.19,1467,1335,104
斯洛文尼亚,05.18,1466,273,104
斯洛文尼亚,05.17,1466,273,104
斯洛文尼亚,05.16,1465,272,103
斯洛文尼亚,05.15,1464,267,103
斯洛文尼亚,05.14,1464,267,103
斯洛文尼亚,05.13,1463,260,103
斯洛文尼亚,05.12,1461,259,102
斯洛文尼亚,05.11,1460,256,102
斯洛文尼亚,05.10,1457,256,102
斯洛文尼亚,05.09,1454,255,101
斯洛文尼亚,05.08,1449,247,99
斯洛文尼亚,05.07,1449,247,99
斯洛文尼亚,05.06,1448,246,99
斯洛文尼亚,05.05,1445,244,98
斯洛文尼亚,05.04,1439,241,97
斯洛文尼亚,05.03,1439,241,96
斯洛文尼亚,05.02,1439,239,94
斯洛文尼亚,05.01,1434,1091,92
斯洛文尼亚,04.30,1429,1091,91
斯洛文尼亚,04.29,1418,230,89
斯洛文尼亚,04.28,1408,223,86
斯洛文尼亚,04.27,1402,221,83
斯洛文尼亚,04.26,1396,221,82
斯洛文尼亚,04.25,1388,219,81
斯洛文尼亚,04.24,1373,211,80
斯洛文尼亚,04.23,1366,211,79
斯洛文尼亚,04.22,1353,205,79
斯洛文尼亚,04.21,1344,197,77
斯洛文尼亚,04.20,1335,193,77
斯洛文尼亚,04.19,1330,192,74
斯洛文尼亚,04.18,1317,190,70
斯洛文尼亚,04.17,1304,174,66
斯洛文尼亚,04.16,1268,174,61
斯洛文尼亚,04.15,1248,165,61
斯洛文尼亚,04.14,1220,152,56
斯洛文尼亚,04.13,1212,152,55
斯洛文尼亚,04.12,1205,150,53
斯洛文尼亚,04.11,1188,148,50
斯洛文尼亚,04.10,1160,137,45
斯洛文尼亚,04.09,1124,128,43
斯洛文尼亚,04.08,1091,120,40
斯洛文尼亚,04.07,1059,102,30
斯洛文尼亚,04.06,1021,102,30
斯洛文尼亚,04.05,977,10,22
斯洛文尼亚,04.04,934,10,11
斯洛文尼亚,04.03,897,10,11
斯洛文尼亚,04.02,897,10,11
斯洛文尼亚,04.01,841,10,11
斯洛文尼亚,03.31,802,10,11
斯洛文尼亚,03.30,632,0,11
斯洛文尼亚,03.29,632,0,9
斯洛文尼亚,03.28,632,0,9
斯洛文尼亚,03.27,526,0,3
斯洛文尼亚,03.26,526,0,3
斯洛文尼亚,03.25,442,0,3
斯洛文尼亚,03.24,442,0,3
斯洛文尼亚,03.23,341,0,1
斯洛文尼亚,03.22,341,0,1
斯洛文尼亚,03.21,341,0,1
斯洛文尼亚,03.20,253,0,1
斯洛文尼亚,03.19,253,0,1
斯洛文尼亚,03.18,253,0,1
斯洛文尼亚,03.17,253,0,1
斯洛文尼亚,03.16,219,0,1
斯洛文尼亚,03.15,181,0,1
斯洛文尼亚,03.14,181,0,0
斯洛文尼亚,03.13,141,0,0
斯洛文尼亚,03.12,89,0,0
斯洛文尼亚,03.11,47,0,0
斯洛文尼亚,03.10,25,0,0
斯洛文尼亚,03.09,16,0,0
斯洛文尼亚,03.08,12,0,0
斯洛文尼亚,03.07,7,0,0
斯洛文尼亚,03.06,6,0,0
斯洛文尼亚,03.05,1,0,0
南非,06.15,70038,38531,1480
南非,06.14,65736,36850,1423
南非,06.13,61927,35006,1354
南非,06.12,58568,33252,1284
南非,06.11,55421,31505,1210
南非,06.10,52991,29006,1162
南非,06.09,50879,26099,1080
南非,06.08,48285,24364,998
南非,06.07,45973,24258,952
南非,06.06,43434,23088,908
南非,06.05,40797,21311,848
南非,06.04,37525,19682,792
南非,06.03,35812,18313,755
南非,06.02,35812,17291,705
南非,06.01,32683,16809,683
南非,05.31,30967,16116,643
南非,05.30,29240,15093,611
南非,05.29,27403,14370,577
南非,05.28,25937,13451,552
南非,05.27,24264,12741,524
南非,05.26,23615,11917,481
南非,05.25,22583,11100,429
南非,05.24,21343,10104,407
南非,05.23,20125,10104,397
南非,05.22,19137,8950,369
南非,05.21,19137,8950,369
南非,05.20,17200,7960,312
南非,05.19,16433,7298,286
南非,05.18,15515,7006,264
南非,05.17,14355,6478,261
南非,05.16,13524,6083,247
南非,05.15,12739,5676,238
南非,05.14,12074,4745,219
南非,05.13,11350,4357,206
南非,05.12,11350,4357,206
南非,05.11,10015,4173,194
南非,05.10,9420,3983,186
南非,05.09,8895,3153,178
南非,05.08,8232,3153,161
南非,05.07,7808,3153,153
南非,05.06,7572,2746,148
南非,05.05,7220,2746,138
南非,05.04,6783,2549,131
南非,05.03,6336,2549,123
南非,05.02,5951,2382,116
南非,05.01,5647,2073,103
南非,04.30,5350,2073,103
南非,04.29,4996,2073,93
南非,04.28,4793,1473,90
南非,04.27,4546,1473,87
南非,04.26,4361,1473,86
南非,04.25,4220,1473,79
南非,04.24,3953,1473,75
南非,04.23,3635,1055,65
南非,04.22,3465,1055,58
南非,04.21,3300,1055,58
南非,04.20,3158,903,54
南非,04.19,3034,903,52
南非,04.18,2783,903,50
南非,04.17,2605,903,48
南非,04.16,2506,410,34
南非,04.15,2415,410,27
南非,04.14,2415,410,27
南非,04.13,2173,410,25
南非,04.12,2028,410,25
南非,04.11,2003,410,24
南非,04.10,2003,410,24
南非,04.09,1845,95,18
南非,04.08,1749,95,13
南非,04.07,1686,95,12
南非,04.06,1655,95,11
南非,04.05,1585,50,5
南非,04.04,1505,50,5
南非,04.03,1462,50,5
南非,04.02,1380,31,5
南非,04.01,1353,31,3
南非,03.31,1326,31,3
南非,03.30,1280,1,2
南非,03.29,1187,1,1
南非,03.28,1170,1,1
南非,03.27,927,1,2
南非,03.26,709,1,0
南非,03.25,709,1,0
南非,03.24,554,1,0
南非,03.23,402,1,0
南非,03.22,240,1,0
南非,03.21,240,1,0
南非,03.20,202,1,0
南非,03.19,150,1,0
南非,03.18,116,1,0
南非,03.17,62,1,0
南非,03.16,61,1,0
南非,03.15,51,1,0
南非,03.14,38,1,0
南非,03.13,24,1,0
南非,03.12,17,1,0
南非,03.11,13,1,0
南非,03.10,7,1,0
南非,03.09,1,1,0
南非,03.08,1,0,0
南非,03.07,1,0,0
南非,03.06,1,0,0
南非,03.05,1,0,0
喀麦隆,06.15,9864,5570,276
喀麦隆,06.14,8681,4836,212
喀麦隆,06.13,8681,4836,212
喀麦隆,06.12,8681,4836,212
喀麦隆,06.11,8681,4836,212
喀麦隆,06.10,8681,4836,212
喀麦隆,06.09,8312,4794,212
喀麦隆,06.08,8060,4748,212
喀麦隆,06.07,7599,4587,212
喀麦隆,06.06,7599,4587,212
喀麦隆,06.05,7392,4575,205
喀麦隆,06.04,6789,3705,203
喀麦隆,06.03,6585,3676,200
喀麦隆,06.02,6397,3629,199
喀麦隆,06.01,6143,3578,197
喀麦隆,05.31,5904,3568,191
喀麦隆,05.30,5436,3326,177
喀麦隆,05.29,5436,1996,175
喀麦隆,05.28,5436,1996,175
喀麦隆,05.27,5436,1996,175
喀麦隆,05.26,5044,1917,171
喀麦隆,05.25,4890,1865,165
喀麦隆,05.24,4400,1822,159
喀麦隆,05.23,4400,1822,159
喀麦隆,05.22,4288,1808,156
喀麦隆,05.21,3733,1595,146
喀麦隆,05.20,3529,1567,140
喀麦隆,05.19,3529,1567,140
喀麦隆,05.18,3105,1567,140
喀麦隆,05.17,3105,1567,140
喀麦隆,05.16,3105,1567,140
喀麦隆,05.15,2954,1553,139
喀麦隆,05.14,2954,1553,139
喀麦隆,05.13,2800,1543,136
喀麦隆,05.12,2689,1524,125
喀麦隆,05.11,2579,1465,114
喀麦隆,05.10,2579,1465,114
喀麦隆,05.09,2267,1002,108
喀麦隆,05.08,2267,1002,108
喀麦隆,05.07,2267,1002,108
喀麦隆,05.06,2265,1000,64
喀麦隆,05.05,2104,953,64
喀麦隆,05.04,2077,953,64
喀麦隆,05.03,2077,953,64
喀麦隆,05.02,2077,953,64
喀麦隆,05.01,1832,934,61
喀麦隆,04.30,1832,934,61
喀麦隆,04.29,1806,915,59
喀麦隆,04.28,1705,805,58
喀麦隆,04.27,1621,786,56
喀麦隆,04.26,1621,786,56
喀麦隆,04.25,1518,697,53
喀麦隆,04.24,1430,668,43
喀麦隆,04.23,1163,397,43
喀麦隆,04.22,1163,331,43
喀麦隆,04.21,1163,329,43
喀麦隆,04.20,1017,305,42
喀麦隆,04.19,1017,305,42
喀麦隆,04.18,1017,177,22
喀麦隆,04.17,996,168,22
喀麦隆,04.16,848,165,17
喀麦隆,04.15,848,165,17
喀麦隆,04.14,848,130,14
喀麦隆,04.13,848,98,14
喀麦隆,04.12,820,98,12
喀麦隆,04.11,820,98,12
喀麦隆,04.10,803,61,12
喀麦隆,04.09,730,60,10
喀麦隆,04.08,685,60,9
喀麦隆,04.07,685,60,9
喀麦隆,04.06,658,17,9
喀麦隆,04.05,555,17,9
喀麦隆,04.04,509,10,7
喀麦隆,04.03,306,10,7
喀麦隆,04.02,294,10,7
喀麦隆,04.01,233,6,5
喀麦隆,03.31,193,6,5
喀麦隆,03.30,142,3,2
喀麦隆,03.29,113,2,2
喀麦隆,03.28,94,2,2
喀麦隆,03.27,88,2,2
喀麦隆,03.26,75,2,1
喀麦隆,03.25,66,2,1
喀麦隆,03.24,56,0,0
喀麦隆,03.23,56,0,0
喀麦隆,03.22,27,0,0
喀麦隆,03.21,27,0,0
喀麦隆,03.20,21,0,0
喀麦隆,03.19,13,0,0
喀麦隆,03.18,10,0,0
喀麦隆,03.17,10,0,0
喀麦隆,03.16,5,0,0
喀麦隆,03.15,3,0,0
喀麦隆,03.14,3,0,0
喀麦隆,03.13,2,0,0
喀麦隆,03.12,2,0,0
喀麦隆,03.11,2,0,0
喀麦隆,03.10,2,0,0
喀麦隆,03.09,2,0,0
喀麦隆,03.08,2,0,0
喀麦隆,03.07,2,0,0
喀麦隆,03.06,1,0,0
斯洛伐克,06.15,1552,1410,28
斯洛伐克,06.14,1548,1410,28
斯洛伐克,06.13,1545,1410,28
斯洛伐克,06.12,1542,1409,28
斯洛伐克,06.11,1541,1409,28
斯洛伐克,06.10,1533,1404,28
斯洛伐克,06.09,1531,1402,28
斯洛伐克,06.08,1530,1396,28
斯洛伐克,06.07,1528,1389,28
斯洛伐克,06.06,1528,1379,28
斯洛伐克,06.05,1526,1379,28
斯洛伐克,06.04,1526,1376,28
斯洛伐克,06.03,1525,1375,28
斯洛伐克,06.02,1522,1372,28
斯洛伐克,06.01,1522,1368,28
斯洛伐克,05.31,1521,1366,28
斯洛伐克,05.30,1521,1356,28
斯洛伐克,05.29,1520,1338,28
斯洛伐克,05.28,1520,1332,28
斯洛伐克,05.27,1515,1327,28
斯洛伐克,05.26,1513,1322,28
斯洛伐克,05.25,1511,1307,28
斯洛伐克,05.24,1509,1301,28
斯洛伐克,05.23,1504,1280,28
斯洛伐克,05.22,1503,1256,28
斯洛伐克,05.21,1502,1245,28
斯洛伐克,05.20,1496,1231,28
斯洛伐克,05.19,1495,1192,28
斯洛伐克,05.18,1495,1185,28
斯洛伐克,05.17,1494,1163,28
斯洛伐克,05.16,1493,1151,28
斯洛伐克,05.15,1477,1112,27
斯洛伐克,05.14,1477,1112,27
斯洛伐克,05.13,1469,1060,27
斯洛伐克,05.12,1465,983,27
斯洛伐克,05.11,1457,959,26
斯洛伐克,05.10,1457,941,26
斯洛伐克,05.09,1455,919,26
斯洛伐克,05.08,1455,905,26
斯洛伐克,05.07,1445,806,26
斯洛伐克,05.06,1429,762,25
斯洛伐克,05.05,1421,741,25
斯洛伐克,05.04,1413,643,25
斯洛伐克,05.03,1408,619,24
斯洛伐克,05.02,1407,608,24
斯洛伐克,05.01,1403,558,23
斯洛伐克,04.30,1396,528,23
斯洛伐克,04.29,1391,528,22
斯洛伐克,04.28,1384,528,20
斯洛伐克,04.27,1381,528,18
斯洛伐克,04.26,1379,528,18
斯洛伐克,04.25,1373,528,17
斯洛伐克,04.24,1360,528,17
斯洛伐克,04.23,1325,528,15
斯洛伐克,04.22,1244,528,14
斯洛伐克,04.21,1199,528,14
斯洛伐克,04.20,1173,251,13
斯洛伐克,04.19,1161,229,12
斯洛伐克,04.18,1089,213,11
斯洛伐克,04.17,1049,167,8
斯洛伐克,04.16,977,167,8
斯洛伐克,04.15,863,151,6
斯洛伐克,04.14,835,113,2
斯洛伐克,04.13,769,107,2
斯洛伐克,04.12,742,23,2
斯洛伐克,04.11,728,23,6
斯洛伐克,04.10,715,23,6
斯洛伐克,04.09,701,19,6
斯洛伐克,04.08,682,13,2
斯洛伐克,04.07,581,13,2
斯洛伐克,04.06,534,8,1
斯洛伐克,04.05,471,8,1
斯洛伐克,04.04,471,8,1
斯洛伐克,04.03,450,3,1
斯洛伐克,04.02,426,3,1
斯洛伐克,04.01,363,7,0
斯洛伐克,03.31,336,7,0
斯洛伐克,03.30,336,2,0
斯洛伐克,03.29,314,2,0
斯洛伐克,03.28,269,7,0
斯洛伐克,03.27,269,7,0
斯洛伐克,03.26,216,7,0
斯洛伐克,03.25,204,7,1
斯洛伐克,03.24,186,7,1
斯洛伐克,03.23,185,0,1
斯洛伐克,03.22,178,0,1
斯洛伐克,03.21,137,0,1
斯洛伐克,03.20,123,0,1
斯洛伐克,03.19,105,0,0
斯洛伐克,03.18,97,0,0
斯洛伐克,03.17,72,0,0
斯洛伐克,03.16,61,0,0
斯洛伐克,03.15,44,0,0
斯洛伐克,03.14,32,0,0
斯洛伐克,03.13,10,0,0
斯洛伐克,03.12,10,0,0
斯洛伐克,03.11,7,0,0
斯洛伐克,03.10,7,0,0
斯洛伐克,03.09,5,0,0
斯洛伐克,03.08,3,0,0
斯洛伐克,03.07,3,0,0
斯洛伐克,03.06,1,0,0
秘鲁,06.15,229736,115579,6688
秘鲁,06.14,220749,111724,6308
秘鲁,06.13,220749,107133,6308
